## file contains coordinates of 120 roots of E8 with respect to a basis of simple roots.

10000000 |1
01000000 |2
00100000 |3
00010000 |4
00001000 |5
00000100 |6
00000010 |7
00000001 |8
10100000 |9
01010000 |10
00110000 |11
00011000 |12
00001100 |13
00000110 |14
00000011 |15
10110000 |16
01110000 |17
01011000 |18
00111000 |19
00011100 |20
00001110 |21
00000111 |22
11110000 |23
10111000 |24
01111000 |25
01011100 |26
00111100 |27
00011110 |28
00001111 |29
11111000 |30
10111100 |31
01121000 |32
01111100 |33
01011110 |34
00111110 |35
00011111 |36
11121000 |37
11111100 |38
10111110 |39
01121100 |40
01111110 |41
01011111 |42
00111111 |43
11221000 |44
11121100 |45
11111110 |46
10111111 |47
01122100 |48
01121110 |49
01111111 |50
11221100 |51
11122100 |52
11121110 |53
11111111 |54
01122110 |55
01121111 |56
11222100 |57
11221110 |58
11122110 |59
11121111 |60
01122210 |61
01122111 |62
11232100 |63
11222110 |64
11221111 |65
11122210 |66
11122111 |67
01122211 |68
12232100 |69
11232110 |70
11222210 |71
11222111 |72
11122211 |73
01122221 |74
12232110 |75
11232210 |76
11232111 |77
11222211 |78
11122221 |79
12232210 |80
12232111 |81
11233210 |82
11232211 |83
11222221 |84
12233210 |85
12232211 |86
11233211 |87
11232221 |88
12243210 |89
12233211 |90
12232221 |91
11233221 |92
12343210 |93
12243211 |94
12233221 |95
11233321 |96
22343210 |97
12343211 |98
12243221 |99
12233321 |100
22343211 |101
12343221 |102
12243321 |103
22343221 |104
12343321 |105
12244321 |106
22343321 |107
12344321 |108
22344321 |109
12354321 |110
22354321 |111
13354321 |112
23354321 |113
22454321 |114
23454321 |115
23464321 |116
23465321 |117
23465421 |118
23465431 |119
23465432 |120
